Name,Scenario_One,Scenario_Two,Mean_Break_Year,Mean_Break_Value_%,Peak_Break_Year,Peak_Break_Value_%
AVA,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.21
AZPS,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.36,2080.0,5.71
BANC,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2070.0,8.46
BPAT,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
CHPD,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,6.58
CISO,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2070.0,7.38
CPLE,rcp85cooler_ssp5,rcp45cooler_ssp5,2075.0,5.08,2070.0,5.34
DOPD,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,5.61
DUK,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.32,2070.0,5.77
EPE,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.91,2080.0,7.05
ERCO,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.76,2070.0,5.67
FMPP,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.2,2070.0,9.27
FPC,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.51,2070.0,10.21
FPL,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.44,2070.0,9.3
GCPD,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
GVL,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.8,2070.0,11.11
HST,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.81,2070.0,8.38
IID,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,6.7,2090.0,5.09
IPCO,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.64
ISNE,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,6.13
JEA,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.14,2070.0,10.1
LDWP,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2070.0,7.74
LGEE,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,8.0
MISO,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,5.82
NEVP,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,5.6
NSB,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.71,2070.0,10.18
NWMT,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
NYIS,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,7.05,2070.0,5.3
PACE,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.81
PACW,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
PGE,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
PJM,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2075.0,6.53
PNM,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,6.81
PSCO,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,6.85
PSEI,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
SC,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.2,2070.0,6.45
SCEG,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.29,2070.0,6.34
SCL,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
SEC,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,7.31,2070.0,8.08
SOCO,rcp85cooler_ssp5,rcp45cooler_ssp5,2075.0,5.05,2070.0,6.56
SPA,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.8,2080.0,6.42
SRP,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.05,2080.0,5.15
SWPP,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,6.54,2070.0,5.86
TAL,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.31,2070.0,11.32
TEC,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.16,2070.0,9.31
TEPC,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,5.09,2080.0,6.34
TIDC,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2070.0,7.36
TPWR,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,5.05
TVA,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,8.32,2075.0,7.2
WACM,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,5.75
WALC,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
WAUW,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.47,2080.0,7.86
AEC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
AECI,rcp45hotter_ssp5,rcp45cooler_ssp5,,,2070.0,5.23
AVA,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
AZPS,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
BANC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
BPAT,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
CHPD,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
CISO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
CPLE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
DOPD,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
DUK,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
EPE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
ERCO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
FMPP,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
FPC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
FPL,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
GCPD,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
GVL,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
HST,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
IID,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
IPCO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
ISNE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
JEA,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
LDWP,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
LGEE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
MISO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
NEVP,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
NSB,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
NWMT,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
NYIS,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PACE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PACW,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PGE,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PJM,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PNM,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PSCO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
PSEI,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SCEG,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SCL,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SEC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SOCO,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SPA,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SRP,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
SWPP,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TAL,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TEC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TEPC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TIDC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TPWR,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
TVA,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
WACM,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
WALC,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
WAUW,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
AEC,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.33,2035.0,10.39
AECI,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.87,2035.0,9.15
AVA,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.77,2035.0,8.68
AZPS,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,10.48,2030.0,11.72
BANC,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.4,2035.0,10.76
BPAT,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.05,2035.0,7.93
CHPD,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.53,2035.0,8.13
CISO,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.26,2035.0,10.05
CPLE,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.58,2030.0,6.5
DOPD,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.41,2035.0,8.25
DUK,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.21,2030.0,7.43
EPE,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.28,2035.0,11.57
ERCO,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.53,2030.0,5.61
FMPP,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.46,2030.0,5.39
FPC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.48,2030.0,5.34
FPL,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.66,2030.0,5.44
GCPD,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.68,2035.0,8.52
GVL,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.49,2030.0,5.49
HST,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.49,2030.0,5.49
IID,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.2,2035.0,10.11
IPCO,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.51,2035.0,11.29
ISNE,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.14,2030.0,5.26
JEA,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.45,2030.0,5.39
LDWP,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.3,2035.0,10.29
LGEE,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.55,2030.0,5.61
MISO,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.35,2030.0,6.26
NEVP,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.72,2035.0,11.17
NSB,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.49,2030.0,5.49
NWMT,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.6,2035.0,9.69
NYIS,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.07,2030.0,5.07
PACE,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.08,2035.0,8.56
PACW,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,7.4,2035.0,7.63
PGE,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,7.25,2035.0,7.36
PJM,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.69,2030.0,5.68
PNM,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.79,2035.0,11.86
PSCO,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.27,2035.0,12.2
PSEI,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.72,2035.0,8.78
SC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,9.54,2030.0,9.57
SCEG,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,9.47,2030.0,9.49
SCL,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.69,2035.0,8.69
SEC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.5,2030.0,5.51
SOCO,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.12,2035.0,11.01
SPA,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.15,2035.0,9.14
SRP,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,9.59,2030.0,9.72
SWPP,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.01,2035.0,8.66
TAL,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.49,2030.0,5.49
TEC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.48,2030.0,5.38
TEPC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,9.94,2030.0,10.31
TIDC,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.45,2035.0,10.78
TPWR,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,8.73,2035.0,8.79
TVA,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.64,2030.0,5.96
WACM,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.1,2035.0,11.37
WALC,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.31,2030.0,5.69
WAUW,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.09,2035.0,9.25
AEC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.42,2035.0,7.47
AECI,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.39,2035.0,6.72
AVA,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.21,2035.0,6.17
AZPS,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,7.55,2030.0,8.72
BANC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.67,2035.0,7.0
BPAT,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,5.48,2035.0,5.42
CHPD,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.25,2035.0,5.84
CISO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.53,2035.0,6.28
CPLE,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,5.05,2030.0,5.02
DOPD,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.26,2035.0,6.21
DUK,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,5.73,2030.0,5.94
EPE,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.9,2035.0,8.18
ERCO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.11,2035.0,9.26
FMPP,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.79,2035.0,8.74
FPC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.8,2035.0,8.72
FPL,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.05,2035.0,8.86
GCPD,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.36,2035.0,6.21
GVL,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.81,2035.0,8.81
HST,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.81,2035.0,8.81
IID,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.46,2035.0,6.38
IPCO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.36,2035.0,8.09
ISNE,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.54,2035.0,9.67
JEA,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.8,2035.0,8.76
LDWP,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.56,2035.0,6.55
LGEE,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.03,2035.0,10.22
MISO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.83,2035.0,10.77
NEVP,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.49,2035.0,7.79
NSB,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.81,2035.0,8.81
NWMT,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,5.34,2035.0,5.47
NYIS,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.28,2035.0,8.61
PACE,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,5.65,2035.0,5.29
PACW,rcp85hotter_ssp5,rcp85hotter_ssp3,2040.0,9.07,2040.0,9.37
PGE,rcp85hotter_ssp5,rcp85hotter_ssp3,2020.0,5.14,2020.0,5.11
PJM,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.01,2035.0,10.03
PNM,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.71,2035.0,7.8
PSCO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.5,2035.0,8.43
PSEI,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.41,2035.0,6.47
SC,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,7.94,2030.0,8.0
SCEG,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,7.88,2030.0,7.91
SCL,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.39,2035.0,6.39
SEC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.8,2035.0,8.81
SOCO,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.8,2035.0,8.67
SPA,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.76,2035.0,6.72
SRP,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,6.62,2030.0,6.74
SWPP,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.35,2035.0,6.13
TAL,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.81,2035.0,8.81
TEC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.78,2035.0,8.66
TEPC,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,6.99,2030.0,7.35
TIDC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.73,2035.0,7.03
TPWR,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.43,2035.0,6.49
TVA,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.94,2035.0,10.3
WACM,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.43,2035.0,7.71
WALC,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.94,2035.0,9.38
WAUW,rcp85hotter_ssp5,rcp85hotter_ssp3,2040.0,9.44,2035.0,5.06
AEC,rcp85hotter_ssp3,rcp85cooler_ssp3,2085.0,5.17,2065.0,5.06
AECI,rcp85hotter_ssp3,rcp85cooler_ssp3,2060.0,5.29,2060.0,6.74
AVA,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
AZPS,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
BANC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
BPAT,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
CHPD,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2065.0,6.02
CISO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
CPLE,rcp85hotter_ssp3,rcp85cooler_ssp3,2090.0,5.61,2070.0,5.31
DOPD,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2065.0,6.34
DUK,rcp85hotter_ssp3,rcp85cooler_ssp3,2090.0,5.34,2080.0,5.55
EPE,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
ERCO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
FMPP,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
FPC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2090.0,5.38
FPL,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
GCPD,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
GVL,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2090.0,6.18
HST,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
IID,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
IPCO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
ISNE,rcp85hotter_ssp3,rcp85cooler_ssp3,2080.0,5.06,,
JEA,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
LDWP,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
LGEE,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
MISO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
NEVP,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
NSB,rcp85hotter_ssp3,rcp85cooler_ssp3,2090.0,5.12,2070.0,5.2
NWMT,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
NYIS,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.19
PACE,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PACW,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PGE,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PJM,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PNM,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PSCO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
PSEI,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
SC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.79
SCEG,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.48
SCL,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
SEC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
SOCO,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2080.0,5.12
SPA,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
SRP,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
SWPP,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.12
TAL,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
TEC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
TEPC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
TIDC,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
